analysis,Attribute_name,class_probabilities,labels,max_prob,label
CE_SDS_2,CE-SDS (Reduced) Heavy and Light Chain combined,[0.9995021820068359],[0],0.9995021820068359,0
BIOASSAY,Bioassay (Potency Relative to Reference Material),"[0.9392861723899841, 0.01188869122415781]","[5, 9]",0.9392861723899841,5
PH,pH / 3,[0.9975838661193848],[8],0.9975838661193848,8
CE_SDS_2,CE-SDS (Non-Reduced) RRT for minor peak >=LOQ 3,[0.9994999170303345],[0],0.9994999170303345,0
CE_SDS,CE-SDS (Reduced) RRT for Unknown Minor Peak>=LOQ 2,[0.9994922876358032],[0],0.9994922876358032,0
SDS_PAGE,SDS-PAGE (NR) minor band 6 MW=138,[0.9993023872375488],[0],0.9993023872375488,0
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 6,[0.9995009899139404],[0],0.9995009899139404,0
SDS_PAGE,SDS-PAGE (NR) minor band 7 MW=85,[0.9993002414703369],[0],0.9993002414703369,0
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 8,[0.9995023012161255],[0],0.9995023012161255,0
SDS_PAGE,SDS-PAGE (R) minor band 4 MW=75,[0.9993170499801636],[0],0.9993170499801636,0
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 4,[0.9995015859603882],[0],0.9995015859603882,0
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 7,[0.9995025396347046],[0],0.9995025396347046,0
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 5,[0.9995001554489136],[0],0.9995001554489136,0
SDS_PAGE,SDS-PAGE (R) minor band 3 MW=93,[0.9993160963058472],[0],0.9993160963058472,0
SDS_PAGE,SDS-PAGE(Reduced) Purity of Light Chain Rel  to Ref Std,[0.9994992017745972],[0],0.9994992017745972,0
SDS_PAGE,SDS-PAGE(Reduced) Purity of Heavy Chain Rel  to Ref Std,[0.9994996786117554],[0],0.9994996786117554,0
SDS_PAGE,SDS-PAGE (Reduced) purity of Minor Band 1,[0.999503493309021],[0],0.999503493309021,0
SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=>200,[0.9992669224739075],[0],0.9992669224739075,0
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=>200,[0.9992672801017761],[0],0.9992672801017761,0
SDS_PAGE,SDS-PAGE (NR) minor band 8 MW=24,[0.9993026256561279],[0],0.9993026256561279,0
SDS_PAGE,SDS-PAGE (NR) minor band 5 MW=164,[0.9993083477020264],[0],0.9993083477020264,0
SDS_PAGE,SDS-PAGE (Reduced) purity of Minor Band 3,[0.9995030164718628],[0],0.9995030164718628,0
SDS_PAGE,SDS-PAGE (R) minor band 1 MW=161,[0.9993108510971069],[0],0.9993108510971069,0
SDS_PAGE,SDS-PAGE (Reduced) purity of Minor Band 2,[0.9995025396347046],[0],0.9995025396347046,0
SDS_PAGE,SDS-PAGE (NR) minor band 4 MW=>200,[0.9992594122886658],[0],0.9992594122886658,0
SDS_PAGE,SDS-PAGE (R) minor band 2 MW=98,[0.9993211030960083],[0],0.9993211030960083,0
SDS_PAGE,SDS-PAGE (Reduced) purity of Minor Band 4,[0.9995036125183105],[0],0.9995036125183105,0
ELISA_BINDING,Potency (ELISA) Relative to Reference Std (Result),[0.9973969459533691],[6],0.9973969459533691,6
CE_SDS_2,CE-SDS (Reduced) minor peak >=LOQ 3,[0.9994924068450928],[0],0.9994924068450928,0
ICIEF,iCIEF Main Peak Cumulative Area,[0.9995336532592773],[2],0.9995336532592773,2
CE_SDS_2,CE-SDS (Reduced) Minor Peak RRT 3 >= LOQ,[0.9994932413101196],[0],0.9994932413101196,0
CE_SDS_2,CE-SDS (Reduced) Minor Peak 2 RRT >= LOQ,[0.9994900226593018],[0],0.9994900226593018,0
CE_SDS_2,CE-SDS (Reduced) Minor Peak 1 RRT >= LOQ,[0.99949049949646],[0],0.99949049949646,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 3 >= LOQ,[0.9994945526123047],[0],0.9994945526123047,0
ICIEF,Acidic Group,[0.9992139339447021],[2],0.9992139339447021,2
ICIEF,Basic Group,[0.9990948438644409],[2],0.9990948438644409,2
ICIEF,Main Peak,[0.9995380640029907],[2],0.9995380640029907,2
CE_SDS_2,CE-SDS (Non-reduced) LC,[0.9995054006576538],[0],0.9995054006576538,0
CE_SDS_2,CE-SDS (Non-reduced) HHL,[0.9994961023330688],[0],0.9994961023330688,0
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak 3 >= LOQ,[0.9994927644729614],[0],0.9994927644729614,0
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak 2 >= LOQ,[0.9994914531707764],[0],0.9994914531707764,0
CE_SDS_2,CE-SDS (Non-reduced) Purity,[0.9994908571243286],[0],0.9994908571243286,0
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak 1 >= LOQ,[0.9994921684265137],[0],0.9994921684265137,0
RP_UPLC,Total % Oxidized Peaks,[0.995712399482727],[1],0.995712399482727,1
RP_UPLC,% Non-Conjugated Peak,[0.9959217309951782],[1],0.9959217309951782,1
RP_UPLC,% Main Peak,[0.9958880543708801],[1],0.9958880543708801,1
RP_UPLC,Total % Other Peaks,[0.9957219362258911],[1],0.9957219362258911,1
CE_HPLC,% Post Peaks,[0.9975430965423584],[2],0.9975430965423584,2
CE_HPLC,% Pre Peaks,[0.9961007833480835],[2],0.9961007833480835,2
CE_HPLC,% Main Peaks,[0.999382495880127],[2],0.999382495880127,2
BIO_SE-HPLC,% HMW,[0.9992133378982544],[3],0.9992133378982544,3
ICIEF,iCIEF Basic Peaks (Cumulative Area),[0.9995372295379639],[2],0.9995372295379639,2
ICIEF,iCIEF Acidic Peaks (Cumulative Area),[0.9995469450950623],[2],0.9995469450950623,2
CE_SDS_2,CE-SDS (reduced) Purity (HC + LC),[0.9994975328445435],[0],0.9994975328445435,0
CE_SDS_2,CE-SDS (reduced) Unknown Minor LMW Peak >=QL 1,[0.9994438290596008],[0],0.9994438290596008,0
CE_SDS_2,CE-SDS (reduced) Cumulative area for all LMW peaks >= QL,[0.9994500279426575],[0],0.9994500279426575,0
CE_SDS_2,CE-SDS (reduced) Cumulative area for all HMW peaks >= QL,[0.9994581341743469],[0],0.9994581341743469,0
CE_SDS_2,CE-SDS (reduced) LC,[0.9995020627975464],[0],0.9995020627975464,0
CE_SDS_2,CE-SDS (reduced) HC,[0.9995007514953613],[0],0.9995007514953613,0
SE_HPLC_4,SE-HPLC LMW species (Cumulative Area),[0.9992215633392334],[3],0.9992215633392334,3
SE_HPLC_4,SE-HPLC HMW species (Cumulative Area),[0.9992220401763916],[3],0.9992220401763916,3
SE_HPLC_4,SE-HPLC Purity (Monomer),[0.9992227554321289],[3],0.9992227554321289,3
CE_SDS,CE-SDS (Non-Reduced) Cumulative area for all HMW Peaks >= QL,[0.9994831085205078],[0],0.9994831085205078,0
CE_SDS,CE-SDS (Non-Reduced) Cumulative area for all LMW peaks >= QL,[0.9994755387306213],[0],0.9994755387306213,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor LMW Peak >= QL 2,[0.9994804263114929],[0],0.9994804263114929,0
CE_SDS,CE-SDS (Non-Reduced) Purity (Main Peak),[0.9994982481002808],[0],0.9994982481002808,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor LMW Peak >= QL 1,[0.999478280544281],[0],0.999478280544281,0
CE_SDS,CE-SDS (Reduced)Unknown Minor peak 1 >= LOQ,[0.9994864463806152],[0],0.9994864463806152,0
CE_SDS,CE-SDS (Reduced)Unknown Minor peak 2 >= LOQ,[0.999485969543457],[0],0.999485969543457,0
PROTEIN_CONCENTRATION_NOCALC_2,Protein Content (A280),[0.9938847422599792],[9],0.9938847422599792,9
CE_SDS_2,CE-SDS (Reduced) Purity of heavy and light chain peaks,[0.999496340751648],[0],0.999496340751648,0
CE_SDS,CE-SDS (Non-reduced) FP1,[0.9994992017745972],[0],0.9994992017745972,0
CE_SDS,CE-SDS (Non-reduced) Purity of heavy and light chain peaks,[0.9994924068450928],[0],0.9994924068450928,0
BIO_SE-HPLC,Size Exclusion UPLC High Molecular Weight (HMW) Species,[0.999219536781311],[3],0.999219536781311,3
BIO_SE-HPLC,Size Exclusion UPLC Low Molecular Weight (LMW) Species,[0.9992183446884155],[3],0.9992183446884155,3
BIO_SE-HPLC,Size Exclusion UPLC (SE-UPLC) Monomer,[0.9992085099220276],[3],0.9992085099220276,3
HPLC,Hydroxylamine,"[0.4742545187473297, 0.2675477862358093, 0.07378293573856354, 0.04030809551477432, 0.04010958597064018, 0.020983047783374786, 0.020442284643650055, 0.018013104796409607]","[1, 0, 8, 7, 5, 2, 3, 10]",0.4742545187473297,1
BIOASSAY,Cell-Based Bioassay relative to reference standard,[0.9768475294113159],[5],0.9768475294113159,5
ELISA_2,Binding Activity (ELISA) relative to reference standard,[0.9973475933074951],[6],0.9973475933074951,6
CE_SDS_2,CGE (Reduced) RRT for Unknown Minor Peak >= LOQ 6,[0.9993969202041626],[0],0.9993969202041626,0
CE_SDS_2,CE-SDS (Reduced) Relative Migration time of minor peaks,[0.9995007514953613],[0],0.9995007514953613,0
BIOASSAY_2,Potency (Cell-based Bioassay),[0.977873682975769],[5],0.977873682975769,5
CE_SDS_2,CE-SDS Reduced Sum of minor peaks >=LOQ,[0.9994712471961975],[0],0.9994712471961975,0
CE_SDS_2,CE-SDS Reduced Main Peak,[0.9994686245918274],[0],0.9994686245918274,0
CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor peak 3 >= LOQ,[0.9994902610778809],[0],0.9994902610778809,0
CE_SDS_2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ,[0.9994937181472778],[0],0.9994937181472778,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 4 RRT,[0.9995023012161255],[0],0.9995023012161255,0
CE_SDS,CE-SDS (Reduced) %: Undefined Peak_X >=LOQ,[0.9994843006134033],[0],0.9994843006134033,0
CE_SDS,CE-SDS (Non-Reduced) minor peak >=LOQ1,[0.9995017051696777],[0],0.9995017051696777,0
CE_SDS,CE-SDS (Non-Reduced) minor peak >=LOQ2,[0.9995014667510986],[0],0.9995014667510986,0
CE_SDS,CGE (Non-Reduced) % F(ab') 2,[0.9994956254959106],[0],0.9994956254959106,0
CE_SDS,CGE (Non-Reduced) % Fc',[0.9994885921478271],[0],0.9994885921478271,0
CE_SDS_2,CGE (Reduced) Sum of Minor Peaks >= QL,[0.9993916749954224],[0],0.9993916749954224,0
CE_SDS_2,CGE (Reduced) % HC,[0.9994834661483765],[0],0.9994834661483765,0
CE_SDS_2,CGE (Reduced) % Purity,[0.9994995594024658],[0],0.9994995594024658,0
CE_SDS_2,CGE (Reduced) % LC,[0.9994791150093079],[0],0.9994791150093079,0
CE_SDS_2,CGE (Reduced) % NGHC,[0.9994829893112183],[0],0.9994829893112183,0
BIO_SE-HPLC,SEC High Molecular Weight (HMW) Species,[0.999230146408081],[3],0.999230146408081,3
BIO_SE-HPLC,SEC Low Molecular Weight (LMW) Species,[0.9992243051528931],[3],0.9992243051528931,3
BIO_SE-HPLC,SEC Monomer,[0.9992271661758423],[3],0.9992271661758423,3
CE_SDS,CE-SDS (Non-Red.) Sum of all rel. area for minor peaks>=LOQ,[0.9993581175804138],[0],0.9993581175804138,0
CE_SDS_2,CE-SDS (Reduced) minor peak >= LOQ 1,[0.9994919300079346],[0],0.9994919300079346,0
CE_SDS_2,CE-SDS (Reduced) minor peak >= LOQ 4,[0.9994927644729614],[0],0.9994927644729614,0
CE_SDS_2,CE-SDS (Reduced) minor peak >= LOQ 2,[0.9994931221008301],[0],0.9994931221008301,0
CE_SDS_2,CE-SDS (Reduced) minor peak >= LOQ 3,[0.9994924068450928],[0],0.9994924068450928,0
CE_SDS_2,"CE-SDS(R)Sum all rel.area for minor peaks>=LOQ,(excl. NGHC)",[0.9992642998695374],[0],0.9992642998695374,0
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=162,[0.999309778213501],[0],0.999309778213501,0
ELISA_2,Potency (ELISA) FcRH5,[0.997370719909668],[6],0.997370719909668,6
ELISA,Potency (ELISA) CD3,[0.9972679615020752],[6],0.9972679615020752,6
ELISA_BINDING_2,Binding ELISA,[0.997275173664093],[6],0.997275173664093,6
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor  Band 1,[0.9995018243789673],[0],0.9995018243789673,0
BIO_CE-SDS_NR,CE-SDS (Non-Reduced) Sum of minor peaks >= LOQ,[0.9995043277740479],[0],0.9995043277740479,0
BIO_CE-SDS_NR,CE-SDS (Non-Reduced) Unknown Minor Peak x >= LOQ ,[0.9994947910308838],[0],0.9994947910308838,0
BIO_CE-SDS_R,CE-SDS (Reduced) HHC,[0.9995006322860718],[0],0.9995006322860718,0
BIO_CE-SDS_R,CE-SDS (Reduced) Unknown Minor Peak 1 >= DL,[0.9994875192642212],[0],0.9994875192642212,0
BIO_CE-SDS_R,CE-SDS (Reduced) Sum of LMWpeaks >= DL,[0.9994812607765198],[0],0.9994812607765198,0
BIO_CE-SDS_R,CE-SDS (Reduced) Unknown Minor Peak 2 >= DL,[0.9994868040084839],[0],0.9994868040084839,0
BIO_CE-SDS_R,CE-SDS (Reduced) Sum of HMWpeaks >= DL,[0.9994770884513855],[0],0.9994770884513855,0
CE_SDS_2,CE-SDS (Non-reduced) Relative Migration Time of Minor Peak 3,[0.9995086193084717],[0],0.9995086193084717,0
CE_SDS_2,CE-SDS (Non-reduced) Relative MigratioTime of Minor Peak 5,[0.9995081424713135],[0],0.9995081424713135,0
CE_SDS_2,CE-SDS (Non-reduced) Relative MigratioTime of Minor Peak 1,[0.9995077848434448],[0],0.9995077848434448,0
CE_SDS_2,CE-SDS (Non-reduced) Relative Migration Time of Minor Peak 4,[0.9995087385177612],[0],0.9995087385177612,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 7,[0.9994959831237793],[0],0.9994959831237793,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 12,[0.9994970560073853],[0],0.9994970560073853,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 5,[0.9994955062866211],[0],0.9994955062866211,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 4,[0.9994957447052002],[0],0.9994957447052002,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 8,[0.9994953870773315],[0],0.9994953870773315,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 11,[0.9994956254959106],[0],0.9994956254959106,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 10,[0.9994959831237793],[0],0.9994959831237793,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 9,[0.9994966983795166],[0],0.9994966983795166,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 6,[0.9994962215423584],[0],0.9994962215423584,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 3,[0.999495267868042],[0],0.999495267868042,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 1,[0.9994961023330688],[0],0.9994961023330688,0
CE_SDS,CE-SDS (Reduced) Migration Time of Minor Peak 2,[0.9994944334030151],[0],0.9994944334030151,0
SDS_PAGE,NuPAGE Reduced Non main band MW 78 kDa,[0.9992610812187195],[0],0.9992610812187195,0
SDS_PAGE,NuPAGE Reduced Non-main band MW kDa,[0.9992895126342773],[0],0.9992895126342773,0
SDS_PAGE,SDS-PAGE (Reduced) Molecular Weight Of Heavy Chain/0--kDa,[0.9994691014289856],[0],0.9994691014289856,0
SDS_PAGE,SDS-PAGE (Reduced) Molecular Weight Of Light Chain/0--kDa,[0.9994619488716125],[0],0.9994619488716125,0
CE_SDS_2,RRT~2.036,[0.9991771578788757],[0],0.9991771578788757,0
CE_SDS_2,RRT~1.990,[0.9992221593856812],[0],0.9992221593856812,0
CE_SDS_2,RRT~1.782,[0.9992091059684753],[0],0.9992091059684753,0
CE_SDS_2,RRT~2.554,[0.9992121458053589],[0],0.9992121458053589,0
SDS_PAGE,SDS-PAGE (Reduced) MW of Heavy Chain Relative to Ref. Std.,[0.9994737505912781],[0],0.9994737505912781,0
SDS_PAGE,SDS-PAGE (Reduced) MW of Light Chain,[0.9994877576828003],[0],0.9994877576828003,0
SDS_PAGE,SDS-PAGE (Non-Reduced) MW of Major Band,[0.9995001554489136],[0],0.9995001554489136,0
SDS_PAGE,SDS-PAGE (Reduced) MW of Heavy Chain,[0.9994896650314331],[0],0.9994896650314331,0
CE_SDS,CE-SDS (NR) RRT of Minor Peak 4 >=QL,[0.9993372559547424],[0],0.9993372559547424,0
CE_SDS,CE-SDS (NR) RRT of Minor Peak 3 >=QL,[0.9993436932563782],[0],0.9993436932563782,0
CE_SDS,CE-SDS (NR) RRT of Minor Peak 2 >=QL,[0.999337375164032],[0],0.999337375164032,0
SDS_PAGE,SDS PAGE (Non Red) Minor Band 1 Molecular Weight,[0.9993489384651184],[0],0.9993489384651184,0
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak NLT LOQ,[0.9994800686836243],[0],0.9994800686836243,0
ICIEF,iCIEF Number of peaks,[0.999518632888794],[2],0.999518632888794,2
BIO_CE-SDS_NR,CE-SDS (NR) Unknown minor peak > LOQ 2,[0.9993327260017395],[0],0.9993327260017395,0
BIO_CE-SDS_NR,CE-SDS (NR) Unknown minor peak > LOQ 1,[0.9993244409561157],[0],0.9993244409561157,0
BIO_CE-SDS_NR,CE-SDS (NR) Unknown minor peak > LOQ 4,[0.999327540397644],[0],0.999327540397644,0
BIO_CE-SDS_NR,CE-SDS (NR) Unknown minor peak > LOQ 3,[0.999329686164856],[0],0.999329686164856,0
BIO_CE-SDS_R,CE-SDS (R) Unknown minor peak > LOQ 1,[0.9993791580200195],[0],0.9993791580200195,0
BIO_CE-SDS_R,CE-SDS (R) Unknown minor peak > LOQ 2,[0.9993836879730225],[0],0.9993836879730225,0
SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW =141,[0.9993194341659546],[0],0.9993194341659546,0
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW =169,[0.9993126392364502],[0],0.9993126392364502,0
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW =29,[0.9993078708648682],[0],0.9993078708648682,0
SDS_PAGE,SDS PAGE (Non-Reduced) Purity of Minor Band 5,[0.9995031356811523],[0],0.9995031356811523,0
SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW =176,[0.9993245601654053],[0],0.9993245601654053,0
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=182,[0.9993226528167725],[0],0.9993226528167725,0
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=171,[0.9993188381195068],[0],0.9993188381195068,0
SDS_PAGE,SDS-PAGE (Non-Red) Intensity Major Band Relative To Ref Std,[0.9993056058883667],[0],0.9993056058883667,0
HPLC,GPC-HPLC Cumulative Aggregate,"[0.871209979057312, 0.09537960588932037]","[1, 2]",0.871209979057312,1
ICIEF_2,IEX-HPLC Main Peak Cumulative Area,[0.9995224475860596],[2],0.9995224475860596,2
ICIEF_2,IEX-HPLC Acidic Group Cumulative Area,[0.999479353427887],[2],0.999479353427887,2
ICIEF_2,IEX-HPLC Basic Group Cumulative Area,[0.9994696974754333],[2],0.9994696974754333,2
CE_SDS,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 4,[0.9994989633560181],[0],0.9994989633560181,0
CE_SDS,CE-SDS (Non-reduced) RRT of minor peak >=LOQ 5,[0.9994975328445435],[0],0.9994975328445435,0
BIOLOGICAL_ASSAY,Assay (Result) [Bioassay],"[0.9028503894805908, 0.026408489793539047, 0.010212001390755177, 0.010005525313317776, 0.009600243531167507]","[5, 9, 3, 6, 10]",0.9028503894805908,5
HPLC,HOBt,"[0.7531208992004395, 0.17263169586658478, 0.040492575615644455]","[1, 3, 2]",0.7531208992004395,1
HPLC,2-butynoic acid,"[0.42765530943870544, 0.3824220895767212, 0.0670529305934906, 0.03688835725188255, 0.021507907658815384, 0.016956275328993797]","[1, 0, 8, 7, 5, 9]",0.42765530943870544,1
PARTICULATE_MATTER_3,Particluate Matter (MFI) >= 10-25 micrometers,[0.9904198050498962],[4],0.9904198050498962,4
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight Minor Band 1,[0.9994847774505615],[0],0.9994847774505615,0
ELISA,Relative Binding Activity,[0.99733966588974],[6],0.99733966588974,6
SDS_PAGE,SDS PAGE (Red) Molecular Weight Minor Band 2,[0.9993046522140503],[0],0.9993046522140503,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 5,[0.9993263483047485],[0],0.9993263483047485,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 1,[0.9993308782577515],[0],0.9993308782577515,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 2,[0.9993354678153992],[0],0.9993354678153992,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 4,[0.9993315935134888],[0],0.9993315935134888,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 6,[0.9993274211883545],[0],0.9993274211883545,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 3,[0.999330997467041],[0],0.999330997467041,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 8,[0.9993183612823486],[0],0.9993183612823486,0
SDS_PAGE,SDS PAGE (Red) Molecular Weight Minor Band 1,[0.999298095703125],[0],0.999298095703125,0
SDS_PAGE,SDS PAGE (Non-Red) Molecular Weight Minor Band 7,[0.9993206262588501],[0],0.9993206262588501,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak < LOQ 1,[0.9994938373565674],[0],0.9994938373565674,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak < LOQ 3,[0.9995040893554688],[0],0.9995040893554688,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak < LOQ 1,[0.9995039701461792],[0],0.9995039701461792,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak < LOQ 2,[0.9995043277740479],[0],0.9995043277740479,0
SE_HPLC,Size Homogeneity Monomer (SE_HPLC),[0.9991896748542786],[3],0.9991896748542786,3
SE_HPLC,SE HPLC Aggregates (HMW),[0.9991855025291443],[3],0.9991855025291443,3
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter  >= 10 micrometers,[0.9903556108474731],[4],0.9903556108474731,4
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter  >= 25 micrometers,[0.9902965426445007],[4],0.9902965426445007,4
PARTICULATE_MATTER_MICRO_2,Particulate Matter >= 10 - 25 micrometers,[0.9903644919395447],[4],0.9903644919395447,4
PARTICULATE_MATTER_MICRO_2,Particulate Matter  >= 5 - 10 micrometers,[0.9903344511985779],[4],0.9903344511985779,4
PARTICULATE_MATTER_MICRO_2,Particulate Matter  >= 2 - 5 micrometers,[0.9902675747871399],[4],0.9902675747871399,4
PARTICULATE_MATTER_MICRO_2,Particulate Matter >= 25 micrometers,[0.990276575088501],[4],0.990276575088501,4
PROTEIN_CONTENT_NO_CALC,Protein Content,[0.9929600358009338],[9],0.9929600358009338,9
BIO_SE-HPLC,SE-HPLC Dimer,[0.9992276430130005],[3],0.9992276430130005,3
ICIEF,AEX Basic Group,[0.9993298053741455],[2],0.9993298053741455,2
ICIEF,AEX Acidic Group,[0.9993734955787659],[2],0.9993734955787659,2
ICIEF,AEX Main Peak,[0.9994915723800659],[2],0.9994915723800659,2
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 1 >= LOQ,[0.9994935989379883],[0],0.9994935989379883,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 4 >= LOQ,[0.999494194984436],[0],0.999494194984436,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 2 >= LOQ,[0.9994933605194092],[0],0.9994933605194092,0
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 5 >= LOQ,[0.9994922876358032],[0],0.9994922876358032,0
SE_HPLC,Mono clipped,[0.999167799949646],[3],0.999167799949646,3
SE_HPLC,Di clipped,[0.9991481304168701],[3],0.9991481304168701,3
SE_HPLC,Sum of clipped species,[0.9991243481636047],[3],0.9991243481636047,3
SE_HPLC,Intact molecule,[0.9991337656974792],[3],0.9991337656974792,3
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 5 >= LOQ,[0.9994773268699646],[0],0.9994773268699646,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 2 >= LOQ,[0.9994791150093079],[0],0.9994791150093079,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 1 >= LOQ,[0.9994798302650452],[0],0.9994798302650452,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 3 >= LOQ,[0.9994804263114929],[0],0.9994804263114929,0
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 4 >= LOQ,[0.999479353427887],[0],0.999479353427887,0
CE_HPLC,CEX Basic Peaks Cumulative Area,[0.9994889497756958],[2],0.9994889497756958,2
CE_HPLC,CEX Main Peaks Cumulative Area,[0.9994926452636719],[2],0.9994926452636719,2
CE_HPLC,CEX Acidic Peaks Cumulative Area,[0.9995013475418091],[2],0.9995013475418091,2
CE_SDS,CGE (Non-Reduced) Sum of minor peaks >= LOQ,[0.9994669556617737],[0],0.9994669556617737,0
PARTICULATE_MATTER_MICROSCOPY,Subvisible Particulate Matter[Particulate Matter 5-10 uM),[0.9886525273323059],[4],0.9886525273323059,4
PARTICULATE_MATTER_MICROSCOPY,Subvisible Particulate Matter[Particulate Matter >/= 25 uM),[0.9900133609771729],[4],0.9900133609771729,4
PARTICULATE_MATTER_MICROSCOPY,Subvisible Particulate Matter[Particulate Matter >/= 10 uM),[0.990041971206665],[4],0.990041971206665,4
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter (Microscopy) >= 5 and < 10 micrometers,[0.9902893304824829],[4],0.9902893304824829,4
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter (Microscopy) >= 25 micrometers,[0.9903438091278076],[4],0.9903438091278076,4
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter (Microscopy) >= 10 micrometers,[0.9903760552406311],[4],0.9903760552406311,4
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak < LOQ 2,[0.9994944334030151],[0],0.9994944334030151,0
CE_HPLC,CEX-HPLC Purity,[0.9990177154541016],[2],0.9990177154541016,2
ICIEF,iCIEF Acidic Minor Peaks Cumulative Area,[0.9995480179786682],[2],0.9995480179786682,2
CE_SDS_2,CE-SDS (Non-Reduced) LC,[0.9995054006576538],[0],0.9995054006576538,0
PARTICULATE_MATTER_3,Particluate Matter >= 25 micrometers,[0.9903458952903748],[4],0.9903458952903748,4
PARTICULATE_MATTER_3,Particluate Matter >= 10-25 micrometers,[0.9904584884643555],[4],0.9904584884643555,4
PARTICULATE_MATTER_3,Particluate Matter >= 5-10 micrometers,[0.9904199242591858],[4],0.9904199242591858,4
PARTICULATE_MATTER_3,Particluate Matter >= 2-5 micrometers,[0.9903547763824463],[4],0.9903547763824463,4
PARTICULATE_MATTER,Particulate Matter (HIAC) >= 10um,[0.9900660514831543],[4],0.9900660514831543,4
PARTICULATE_MATTER,Particulate Matter (HIAC) >= 25um,[0.9900546073913574],[4],0.9900546073913574,4
ICIEF,iCIEF Acidic Peaks nivo Cumulative Area,[0.9995463490486145],[2],0.9995463490486145,2
ICIEF,iCIEF Basic Peaks LAG3 Cumulative Area,[0.9995488524436951],[2],0.9995488524436951,2
ICIEF,iCIEF Main Peaks LAG3 Cumulative Area,[0.999546229839325],[2],0.999546229839325,2
